,HastaneAdi,Enlem,Boylam,Adres,Telefon
499,Konya Beyhekim Devlet Hastanesi,37.99011,32.47874,Yazr Mahallesi. Turgut zal Mahallesi. No:14 Seluklu/konya,3322243000
500,Konya Beyehir Devlet Hastanesi,37.676994,31.723257,Beysehir Devlet Hastanesi ,3325124949
501,Konya Bozkr Devlet Hastanesi,37.819614,32.521957,Yukar Mah Fevzi Paa Cad No:140 / 1,3324261043
502,Konya Cihanbeyli Devlet Hastanesi,38.658054,32.928055,Ateken Mah. Hastane Caddesi Cihanbeyli Devlet Hastanesi Cihanbeyli/konya,3326734094
503,Konya Doanhisar Devlet Hastanesi,38.146828,31.676931,Kuz Mah.Hastane Cad.Harmanlar Sk.No:48 Doanhisar/konya,3325561037
504,Konya Dr.Faruk Skan Doum Ve ocuk Bakmevi,37.88595,32.493095,Yeniehir Mah. Hastane Cad. Dr.Faruk Skan Doum Ve ocuk Hastanesi Seluklu Konya,3322354205
505,Konya Dr.Vefa Tanr Ilgn Devlet Hastanesi,38.28207,31.907194,Fatih Mahallesi Vehbi Ktk Caddesi Ilgn/konya,3328816100
506,Konya Ereli Az Ve Di Sal Merkezi,37.894447,34.561893,Trbe Mah. Trbe Cad. Eski Devlet Hastanesi Yeri Ereli/konya,3327121133
507,Konya Ereli Devlet Hastanesi,34.043564,37.469666,Toros Mahallesi Yurt Caddesi No: 13  Ereli / Konya,3327131133
508,Konya Eitim Ve Aratrma Hastanesi,37.8621,32.44561,"Hac aban Mahallesi Yeni Meram Caddesi No:97 
Meram/konya",3323236709
509,Konya Hadim Devlet Hastanesi,36.988487,32.464493,Tapnar Mahallesi Stadyum Caddesi 42830 Hadim Devlet Hastanesi Hadim/konya,3324181021
510,Konya Hyk Devlet Hastanesi,37.95883,31.592344,Cumhuriyet Mah. Hastane Cad. Hyk,3325432730
511,Konya Kadnhan Refik Saime Koyuncu Devlet Hastanesi,37.95883,31.592344,Gngren Mah. Konya Yolu zeri Pk : 42800 Kadnhan/konya,3328340301
512,Konya Karapnar Devlet Hastanesi,37.7155,33.55514,peki Mah. nn Cad. No: Karapnar/konya,3327551132
513,Konya Kulu Devlet Hastanesi,39.08967,33.082024,Olof Palme Bulvar Kozanl Yolu Konya/kulu,3326416100
514,Konya Numune Hastanesi,37.879513,32.489685,Ana Bina:yeni ehir Mah. Hastane Cad. 42060 Seluklu/konya,3322215500
515,Konya Sarayn Devlet Hastanesi,38.261215,32.408398,Sarayn Devlet Hastanesi Fatih Mh. Yaln Cd. Sarayn/konya,3326171515
516,Konya Seydiehir Devlet Hastanesi,31.831373,37.428417, Devlet Hastanesi Seydiehir Konya,3325823930
517,Konya Yunak Hac zzet Baysal Devlet Hastanesi,38.822006,31.726992,Uzun Cadde Yunak/konya,3328512368
518,Konya umra Devlet Hastanesi,32.7804,37.5717,zzetbey Mahallesi Gazi Caddesi No:8 umra/konya,3324471027
519,Ktahya Az Ve Di Sal Merkezi,39.423466,29.976196,Cumhuriyet Mah. Haymaana Cad.No : 26 Merkez Ktahya,2742233125
520,Ktahya D.P.. Evliya elebi Eitim Ve Aratrma Hastanesi,39.424377,29.96476,"stiklal Mah.Ok Meydan Cad.No:5(Ana Bina)

Saray Mah.Fatih Sultan Mehmet Bulv.(Ek Bina)
Ktahay Merkez
",2742316660
521,Ktahya Do.Dr.Mustafa Kalemli Tavanl Devlet Hastanesi,39.554882,29.482498,Kavakl Mah. Hac Ahmet Kr Mevkii No:1,2746142222
522,Ktahya Do.Dr.smail Karakuyu Simav Devlet Hastanesi,39.420326,29.986118,nalt Mevkii Simav/ktahya,2745137048
523,Ktahya Emet Devlet Hastanesi,39.340137,29.252472,Hamam Mah. Simav Cad. No:2 Emet/ktahya,2744613026
524,Ktahya Gediz Devlet Hastanesi,38.988235,29.389801,Mehmet Ersoy Cd. Uluoymak Mh.Gediz/ktahya,2744124412
525,Ktahya Yoncal Fizik Tedavi Ve Rehabilitasyon Hastanesi,39.43089,29.97345,Yoncal Fizik Tedavi Ve Rehabilitasyon Hastanesi Yoncal/ktahya,2742494180
526,Manisa Akhisar Devlet Hastanesi,38.918617,27.80989,"ki Adres Var
Yeni Devlet --> Reatbey Mah. 167 Sk. No:126 45200 Akhisar/manisasigara Fabrikas Arkas Kovalk Mevki
Ssk -->Hrriyet Mah. 213 Sk. No:2 45200 Akhisar/manisa",2364139191
527,Manisa Akhisar Ticaret Ve Sanayi Odas Az Ve Di Sal Merkezi,38.491756,27.706915,nn Mah 234 Sokak No:16 Akhisar/manisa,2364144511
528,Manisa Alaehir Devlet Hastanesi,38.34413,28.521341,"Ilca Mahallesi Ulupnar Ba Yolu Kme Evleri No:9
Alaehir / Manisa",2366531065
529,Manisa Az Ve Di Sal Merkezi,38.61501,27.405844,Merkezefendi Mh. Mimarsinan Cd. No:151 Merkez / Manisa,2362506060
530,Manisa Demirci Devlet Hastanesi,39.043938,28.648329,Baheler Mah.Hastane Sok.No:5,2364621308
531,Manisa Devlet Hastanesi,38.935345,28.287497,"ehitler Mh Akhisar Cd.No:1 Manisa/ Merkez
",2362314596
532,Manisa Grdes Devlet Hastanesi,38.938583,28.285328,Uzunam Mah. Orman letme Kme Evleri Yan No:24 Grdes/manisa,2365471015
533,Manisa Krkaa Devlet Hastanesi,39.113014,27.675417,air Eref Mah.,2365881103
534,Manisa Kula Devlet Hastanesi,38.545864,28.64513,4 Eyll Mah. Tabduk Emre Cad. No:28 Kula Merkez/manisa?,2368166520
535,Manisa Merkezefendi Devlet Hastanesi,38.61494,27.406551,"Merkez Efendi Mah. Mimar Sinan Bulv. No:141
Manisa",2362314587
536,Manisa Ruh Sal Ve Hastalklar Hastanesi,38.61813,27.443308,ehitler Mh. 814 Sk. No : 28 Merkez - Manisa,2362314624
537,Manisa Salihli Az Ve Di Sal Merkezi,38.61947,27.435669,Salk Mahallesi Ziyagkalp Caddesi No 46 Salihli Manisa,2367141446
538,Manisa Salihli Devlet Hastanesi,38.479244,28.140532,Salk Mah. heda Cad. No:4 Salihli / Manisa ,2367131500
539,Manisa Sargl Devlet Hastanesi,38.479294,28.140575,Sargl/manisa,2368671099
540,Manisa Saruhanl Devlet Hastanesi,38.733967,27.56684,Cengiz Topel Mah.Ali anler Cad. No:1,2363574117
541,Manisa Selendi Devlet Hastanesi,38.74446,28.867132,Selendi le Devlet Hastanesi,2367881371
542,Manisa Soma Devlet Hastanesi,39.17858,27.616493,Kurtulu Mahallesi Hseyin z Kln Cad No :1 Soma Manisa,2366131973
543,Manisa Turgutlu Az Ve Di Sal Merkezi,38.493168,27.706764,Acarlar Mahallesi ehit Beki Ali Karakuzu Sok No:11/a  Turgutlu/manisa,2363146000
544,Manisa Turgutlu Devlet Hastanesi,38.4937,27.695,Suba Mahallesi Son Sok No:18 Turgutlu Manisa,2363133090
545,Mardin Az Ve Di Sal Merkezi,37.38107,40.751038,Savur Kap Mah.Meydanba Mevki sm Yan,4822132592
546,Mardin Dargeit le Hastanesi,41715472.0,3754046.0,Baheba Mah Selahattin Eyb Cad,4823812006
547,Mardin Derik Devlet Hastanesi,37.420345,40.264893,Kale Mah.Klebe Mevkii Derik Mardin,4822513915
548,Mardin Devlet Hastanesi,37.422527,40.26764,Vali Ozan Cadesi Diyarbakr Yolu zeri Mardin.,4822121048
549,Mardin Kadn Doum Ve ocuk Hastalklar Hastanesi,37.320507,40.724785,"Ssk.Caddesi Mardin Kadn Doum Ve ocuk Hastalklar Hastanesi
Yeniehir Mardin",4822121543
550,Mardin Kzltepe Devlet Hastanesi,37.22617,40.625256,Mardin Yolu zeri Havaalan Kars 5.Km Kzltepe/mardin,4823123944
551,Mardin Mazda le Hastanesi,37.50428,40.485992,Gndoan Mah. Jandarma Cad. Mazda/mardin,4825111014
552,Mardin Midyat Devlet Hastanesi,37.448696,41.353912,Midyat/mardin,4824621106
553,Mardin Nusaybin Devlet Hastanesi,37.101192,41.222076,Abdulkadir Paa Mah. Salk Sk Nusaybin / Mardin,4824151541
554,Mardin Savur le Hastanesi,37.557644,40.88562,Gazi Mah.Kpru Ba Mevkii Mardin Yolu Caddesi zeri,4825712458
555,Mula Az Ve Di Sal Merkezi,37.764458,29.091751,Orhaniye Mah. Devlet Hastanesi Avlusu Merkez-mula,2522122001
556,Mula Bodrum Devlet Hastanesi,37.107765,27.404966,"Trkkuyusu Mah. Elmada Cad. Tn:28 
Bodrum/mula",2523131420
557,Mula Dalaman Devlet Hastanesi,36.76976,28.800034,"Stlyurt Mah. Battalgazi Cad 
No:26   Dalaman / Mula",2526925026
558,Mula Data Devlet Hastanesi,36.72781,27.687881,"skele Mah.Dr.Turgut Dndar Cad.Data / Mula

02527124010",2527123082
559,Mula Fethiye Az Ve Di Sal Merkezi,36.623398,29.125654,Tuzla Mah.nn Cad.No:13 Devlet Hastanesi Semt Poliklinii Kat:2  48300 Fethiye/mula ,2526140102
560,Mula Fethiye Devlet Hastanesi,36.653477,29.119753,Mustafa Kemal Bulvar Akarca Mahallesi al Yolu Fethiye,2526133546
561,Mula Kyceiz Devlet Hastanesi,36.97597,28.688025,Geliim Mahallesi Gecekondu nleme Blgesi Devlet Hastanesi Kyceiz / Mula,2522624718
562,Mula Marmaris Devlet Hastanesi,36.859364,28.258034,amdibi Mah. 320 Sok. Marmaris,2524121029
563,Mula Milas 75.Yl Devlet Hastanesi,37.33369,27.762512,"Aydnlkevler Mah.Hastane Caddesi No :5   
Milas/mula",2525121007
564,Mula Ortaca Devlet Hastanesi,36.837437,28.763857,Terzialiler Mh.Ortaca Delet Hastanesi,2522825313
565,Mula T.C.Salk Bakanl Mula Stk Koman niversitesi Eitim Ve Aratrma Hastanesi,37.16613,28.371758,Orhaniye Mahallesi smet atak Caddesi Mula,2522141326
566,Mula Yataan Devlet Hastanesi,37.338467,28.138687,Yeni Mah. nn Bul. Yataan-mula,2525725034
567,Mu Az Ve Di Sal Merkezi,38.4634,43.34175,Ptt Caddesi Zmrt  Merkezi Kat:2,4362129214
568,Mu Bulank Devlet Hastanesi,39.098095,42.26715,Zafer Mah,4363112014
569,Mu Devlet Hastanesi,38.736946,41.488495,stasyon Caddesi Atatrk Bulvar,4362120670
570,Mu Hasky Devlet Hastanesi,38.682026,41.684875, Kltr Mahallesi Hastane Caddesi,4364112490
571,Mu Korkut le Hastanesi,38.739223,41.786327,Mu Korkut le Devlet Hastanesi Baheli Evler Mah.Hasky Yolu zeri,4366116007
572,Mu Malazgirt Devlet Hastanesi,39.153492,42.536316,Saltukgazi Mah. Malazgirt/mu,4365112396
573,Mu Varto Devlet Hastanesi,39.171593,41.45279,aylar Caddesi mam Hatip Lisesi,4367112013
574,Nevehir Az Ve Di Sal Merkezi,38.63833,34.700317,Az Ve Di Sal Merkezi Nevehir,3842154291
575,Nevehir Dr..evki Atasagun Devlet Hastanesi,38.65636,34.72993,"2000 Evler Mah. Karayaz Mevkii Zbeyde Hanm Cad.
Dr.evki Atasagun Nevehir Devlet Hastanesi",3842285050
576,Nevehir rgp Devlet Hastanesi,38.633766,34.91249,mran Mahallesi Lise Caddesi No:10 rgp,3843414031
577,Nide  Bor Devlet Hastanesi,37.889427,34.561703,stasyon Cad. stnpark Kars Bor/nide,3883117887
578,Nide Az Ve Di Sal Merkezi,37.972652,34.681564,Aa Kayaba Mahallesi Hastaneler Caddesi No:1 Merkez Nide,3882210505
579,Nide Devlet Hastanesi,34.674007,37.971176,Aakayba Mah.Vali nal zgedek Cad.No7 Nide Merkez,3882322220
580,Nide Ulukla le Hastanesi,37.966667,34.683334,Dou Mahallesi Hastane Caddesi Ulukla-nide,3885112370
581,Nide iftlik le Hastanesi,38.1988,34.481964,ifti Mah Kurumlar Cad iftlik Nide,3884112390
582,Ordu Akku Devlet Hastanesi,40.792305,37.015686,Dr.hAsan Rza akr Sok.No:1 Akku-ordu,4526112031
583,Ordu Aybast Devlet Hastanesi,40.67872,37.384113,Readiye Cad. Salk Mah. 52500 Aybast Ordu,4527140181
584,Ordu Az Ve Di Sal Merkezi,40.977436,37.883713,Bucak Mah. bni Sina Cad.,4522253443
585,Ordu Devlet Hastanesi,40.970306,37.88762,ahincili Mahallesi Dr.Fahrettin nsel Caddesi 52200 Ordu,4522343232
586,Ordu Fatsa Devlet Hastanesi,41.037395,37.47962,Evkaf Mh. Mandra Mevki. No:61,4524236500
587,Ordu Glky Devlet Hastanesi,40.690662,37.62105,"Kuluvan Mahallesi Glky Devlet Hastanesi
Glky/ordu",4527412319
588,Ordu Grgentepe Devlet Hastanesi,40.788956,37.60088,Akyurt Mah. Salk Sokak No:6 Grgentepe/ordu,4528212777
589,Ordu Korgan Devlet Hastanesi,40.82506,37.34665,bni Sina Sokak No:26 52700 Korgan/ordu,4526713600
590,Ordu Kumru Devlet Hastanesi,40.873203,37.269253,Demircili Mah. A.Cemal Zorlu Cad. Kumru,4526414600
591,Ordu Salk Bakanl-ordu niversitesi Eitim Ve Aratrma Hastanesi,40.825275,37.346584,Bucak Mah.Nefsibucak Cad. Ordu,4522250185
592,Ordu Ulubey Devlet Hastanesi,40.873367,37.758507,Gndzl Mah. Bekir Stk Baykal Cad. No:10 Ulubey /ordu,4528614041
593,Ordu nye Devlet Hastanesi,41.142857,37.29215,Devlet Sahil Yolu No:71 nye/ordu,4523233030
594,Rize Az Ve Di Sal Merkezi,40.51797,41.026646,Piri elebi Mah. Doktorlar Sitesi 3 Apikolu Cad. Rize/merkez,4642148821
595,Rize Devlet Hastanesi,9.0,26.0,Eminettin Mahallesi Valilik Binas Kars Rize Merkez,4642130500
596,Rize Fndkl Blge Guatr Aratrma Ve Tedavi Merkezi,41.16,41.08,Sahil Mah.Muzaffer Birben Cad. No:33  Fndkl/rize,4645113025
597,Rize Gneysu Tenzile Erdoan le Hastanesi,40.36,40.58,Merkez Mahallesi Atasay Sokak Gneysu Rize,4643441104
598,Rize Kakar Devlet Hastanesi,41.28,40.22,Hamidiye Ky Pazar Rize,4646235959
599,Rize T.C. Salk Bakanl Recep Tayyip Erdoan niversitesi Eitim Ve Aratrma Hastanesi,40.34,41.02,slampaa Mah.ehitler Cad.No:74 Rize,4642130490
600,Rize shakolu ayeli Devlet Hastanesi,5.0,5.0, S. Sabit shakolu Cad. ayeli / Rize,4645325063
601,Sakarya Akyaz Devlet Hastanesi,40.68012,30.596237,D 140 Karayolu zeri Batakky Mevkii Akyaz / Sakarya,2644181537
602,Sakarya Az Ve Di Sal Merkezi,40.946712,30.388184,Adapazar Otoban Gieleri Mevkii Nehirkent Toyota Hastanesi Yan,2642293188
603,Sakarya Doum Ve ocuk Bakmevi,40.777683,30.392303, Pabucular Mah Fabrika Cad. Mftlk Arkas,2642745080
604,Sakarya Ferizli le Hastanesi,40.9519,30.48294,Kemalpaa Mh ehit Hakan Bayram Cd. No:1,2647817374
605,Sakarya Geyve Devlet Hastanesi,40.552418,30.29892,Tepecikler Mah. Konyal Alibey Cad Geyve Devlet Hastanesi,2645175234
606,Sakarya Hendek Devlet Hastanesi,40.80757,30.746613,"Hendek Devlet Hastanesi Bapnar Mah. ht. Ali Gaffar Okkan Cd. No:32a
54300 Sakarya Hendek",2646146078
607,Sakarya Karasu Devlet Hastanesi,41.09384,30.70198,Aziziye Mah. Hastane Cad. 54500 Karasu/sakarya,2647181143
608,Sakarya Kaynarca le Hastanesi,41.05243,30.301666,ehit Ercan Karada Cad. No : 51 Kaynarca / Sakarya,2648713032
609,Sakarya Kocaali le Hastanesi,41.08194,30.861969,Akakoca Yolu zeri. Yal Mahallesi . Kocaali le Devlet Hastanesi Kocaali/sakarya,2648121018
610,Sakarya Pamukova Devlet Hastanesi,40.56181,30.18219,Yenice Mah. Lojmanlar Sok. No:1 Pamukova/sakarya,2645514043
611,Sakarya Sapanca le Hastanesi,40.704067,30.248795,Rstempaa Mahallesi stasyon Caddesi Eski Maliye Binas  Sapanca / Sakarya,2645825070
612,Sakarya Salk Bakanl Sakarya niversitesi Eitim Ve Aratrma Hastanesi,40.758514,40.758514,Adnan Menderes Caddesi Salk Sokak No.195 Adapazar/sakarya,2644445400
613,Sakarya Toyotasa Acil Yardm Hastanesi,40.710705,30.378914,"Toyotasa Acil Yardm Devlet Hastanesi Arifiye Sakarya
",2642294200
614,Sakarya Yenikent Devlet Hastanesi,40.856407,30.344925,M.Cahit Kra Bulvar Karaman Mah. Sakarya,2642213500
615,Samsun 19 Mays le (Engiz) Hastanesi,41.29,36.04,Pazar Mahallesi Fatih Bulvar No:55 19 Mays / Samsun,3625115300
616,Samsun Alaam Devlet Hastanesi,4161.0,3560.0,Lise Caddesi Alaam,3626220010
617,Samsun Asarck le Hastanesi,10.0,10.0,Bcnck Mah.Esen Sk. No:15/a   Asarck    Samsun,3627912024
618,Samsun Ayvack Devlet Hastanesi,36.628906,41.00275,Eyp Sultan Mahallesi Salk Oca st No:5 Ayvack / Samsun,3628132723
619,Samsun Az Ve Di Sal Hastanesi,41.276047,36.33584,Adalet Mahallesi Lise Caddesi No:26 lkadm Samsun Az Ve Di Sal Hastanesi,3624400045
620,Samsun Bafra Az Ve Di Sal Merkezi,35.53,41.33,Kzlrmak Mahallesi 19 Mays Caddesi Bafra,3625432472
621,Samsun Bafra Devlet Hastanesi,41.57,35.9,shakl Mahallesi Molla Osman Sokak    Bafra   Samsun,3625434654
622,Samsun Eitim Ve Aratrma Hastanesi,41.27,36.29,Kadky Mah.Bar Bulvar No:199 lkadm /samsun pk.55090,3623111500
623,Samsun Fiziksel Tp Rehabilitasyon Hastalklar Hastanesi,41.282,36.320816,Readiye Mah.Civan Sok. Mehmet Aydn Salk Kompleksi Fizik Tedavi Hastanesi lkadm/samsun ,3624400037
624,Samsun Gazi Devlet Hastanesi,41.27,36.33,Yenidoan Mahallesi.Aziziye Caddesi.No:86 lkadm / Samsun,3623113030
625,Samsun Gs Hastalklar Ve Gs Cerrahisi Hastanesi,36.19,41.16,"Readiye Mah. Osmaniye Cad. 
lkadm/ Samsun",3624400043
626,Samsun Havza Devlet Hastanesi,40.973915,35.66501,Yeni Mah.Jandarma Onba Besim Kazar Sk. No:11 55700 Havza/samsun,3627141600
627,Samsun Kadn Doum Ve ocuk Hastalklar Hastanesi,37.08,36.26,Fevzi akmak Mahallesi Lise Cad.lkadm/samsun,3622309100
628,Samsun Kavak Devlet Hastanesi,41.035904,36.021816,Souksu Mah. Hastane Sok. Kavak/samsun,3627415160
629,Samsun Ladik Devlet Hastanesi,35.89,40.91,Akpnar Mah.Samsun Cad. Ladik/samsun,3627714144
630,Samsun Ruh Sal Ve Hastalklar Hastanesi,41.29,36.32,"Hastaneba Mh. Unkapan Cd. Leventler Sk. No:1
lkadm/samsun",3624315559
631,Samsun Salpazar le Hastanesi,41.082,36.827,Bereket Mah. 100. Yl Bulvar Salpazar/samsun,3628212063
632,Samsun Terme Devlet Hastanesi,41.192493,37.02235,Ordu Karayolu 7. Km Mili Mevkii Terme Samsun,3628750039
633,Samsun Vezirkpr Az Ve Di Sal Merkezi,41.14,35.45,Fazl Ahmet Paa Mah.Mektep Sokak No : 7,3626471275
634,Samsun Vezirkpr Devlet Hastanesi,41.0,35.0,"Takale Mah.Kprller Cad. No:200
Vezirkpr/samsun",3626471825
635,Samsun aramba Devlet Hastanesi,36.74,41.21,"Helvacal Ky Kavakdibi Mevkii
aramba Devlet Hastanesi
Pk:55000",3628338080
636,Siirt Az Ve Di Sal Merkezi,37.940086,41.927284,Kooperatif Mah. Nihat Aykut Cad. 56100 Siirt,4842236161
637,Siirt Baykan Devlet Hastanesi,38.16201,41.78264,"Siirt- Baykan Devlet Hastanesi
Karyaka Mah.Baykan Lisesi Yan",4845612106
638,Siirt Devlet Hastanesi,37.93526,41.94329,Fakirullah Cad. Ak Cezaevi Yan Yeni Mahalle Siirt,4842231021
639,Siirt Eruh le Hastanesi,37.7488,42.178852,Fatih Mahallesi. Emniyet Amirlii Yan. No:3  Eruh/siirt,4843112078
640,Siirt Kadn Doum Ve ocuk Hastalklar Hastanesi,37.92291,41.926723,Abdurahman Kavak Cad.No:89 No Merkez/siirt,4842232360
641,Siirt Kurtalan Devlet Hastanesi,37.92751,41.70112,Cumhuriyet Mahallesi Recep Tayyip Erdoan Bulvar No:100,4844115299
642,Siirt Pervari le Hastanesi,37.932774,42.55076,Aydn Mahallesi Beyazt Caddesi Merkez Pervari Siirt,4843612015
643,Sinop Atatrk Devlet Hastanesi,35.077778,42.00439,Atatrk Devlet Hastanesi Osmaniye Ky Trklar Mevkii Sinop,3682715570
644,Sinop Ayanck Devlet Hastanesi,41.944027,34.588417,Cumhuriyet Caddesi Hastane Sok No:2/2 Ayanck/sinop,3686131027
645,Sinop Az Ve Di Sal Merkezi,41.463165,34.785225,nceday Mahallesi Hakimiyet Caddesi No: 1 Sinop ,3682614444
646,Sinop Boyabat 75.Yl Devlet Hastanesi,41.46344,34.784645,amlca Mahallesi Erol Demirkol Caddesi,3683151013
647,Sinop Duraan Devlet Hastanesi,41.42175,35.053253,Merkez Mah.Buzluk Caddesi Duraan/sinop,3684161485
648,Sinop Gerze Devlet Hastanesi,41.828644,35.169983,Yeni Mahalle Fatih Caddesi No:64 Gerze/sinop,3687184900
649,Sinop Trkeli Devlet Hastanesi,41.96562,34.33777,Tmerkan Mah. Tevfik zcan Sok. No:10 Trkeli Sinop,3686714300
650,Sivas Az Ve Di Sal Merkezi,39.74455,37.01532,Kardeler Mah. Badat Cad. 6. Sok. No:5 ,3462152025
651,Sivas Devlet Hastanesi,39.745277,37.01092,nn Bulvar No:55 Merkez Sivas,3462217036
652,Sivas Divrii Sadk zgr Devlet Hastanesi,38.10724,39.35482,Kale Mah. Atatrk Cad. No 368,3464181005
653,Sivas Gemerek Devlet Hastanesi,39.19277,36.08232,Muhsin Yazcolu Mah. ehit Pilot Mehmet Aras Cad. No:95 Gemerek-sivas,3466141058
654,Sivas Grn Devlet Hastanesi,39.7494,37.0211,Atatrk Caddesi Burevi Mahallesi ,3467151023
655,Sivas Kangal Devlet Hastanesi,39.23609,37.390274,Grsel Mahallesi Divrii Caddesi Kangal/sivas,3464573217
656,Sivas Numune Hastanesi,39.75412,37.012466,Rahmi Gnay Caddesi  Sivas,3464444458
657,Sivas Suehri Devlet Hastanesi,40.170135,38.08211,Yalnzbalar Mah. Hekim Sok./ Suehri / Sivas,3463115465
658,Sivas Yldzeli Devlet Hastanesi,39.8992,36.59546,"Fevzi akmak Mah. Cumhuriyet Cad. No:1 :Yldzeli Devlet Hastanesi
Sivas/yldzeli",3467512498
659,Sivas Zara Devlet Hastanesi,39.918163,37.757263,ehitler Mah.smet Paa Cad.No:191/a  Zara / Sivas,3468161026
660,Sivas arkla Devlet Hastanesi,39.352783,36.426823,Yldrm Mah.,3465121477
661,Tekirda Az Ve Di Sal Merkezi,95.67707,27.134377,Orta Cami Mahallesi Hastane Sok No:1(Tekirda Devlet Hastanesi Bahesi),2822626548
662,Tekirda Devlet Hastanesi,40.984077,27.514914,"1.Ksm - Ortacami Mahallesi Hastane Bayr Tekirda 
2.Ksm - 100.Yl Mahallesi Atatrk Bulvar Tekirda",2822625355
663,Tekirda Hayrabolu Devlet Hastanesi,5.46,12.5,"Aydn Evler Mh. Arslan Kme Evleri No:20
 Hayrabolu / Tekirda",2823154441
664,Tekirda Malkara Devlet Hastanesi,56.54,40.53,Yeni Mahalle nn Caddesi No: 78 - Tekirda / Malkara,2824271894
665,Tekirda Marmara Erelisi le Devlet Hastanesi,40.97297,27.931902,Dereaz Mahallesi 10016 Sokak No:9 Marmaraerelisi/tekirda,2826132410
666,Tekirda Muratl Devlet Hastanesi,41.09,27.29,Muradiye Mah Mustafa Kemal Cd No:71 Muratl Tekirda,2823612763
667,Tekirda Saray Devlet Hastanesi,57.0,41.0,Kemalpaa Mah. Hastane Cad. No:35,2827681534
668,Tekirda erkezky Az Ve Di Sal Merkezi,15.45,15.45,Fatih Mah. ehit Temen Akn Akn Cad. Varan Sok No:47,2827250053
669,Tekirda erkezky Devlet Hastanesi,41.28,28.01,"Fatih Mahallesi ehit Temen Akn Akn Caddesi Albay ahin Sokakk No:1
erkezky/tekirda",2827265090
670,Tekirda orlu Az Ve Di Sal Merkezi,41.07484,28.04024,Ali Paa Mahallesi 18 Mart Caddesi No:15 orlu/tekirda,2826925555
671,Tekirda orlu Devlet Hastanesi,30.7,22.12,Zafer Mah. Blent Ecevit Bulvar 59850 orlu / Tekirda,2826526070
672,Tekirda arky Devlet Hastanesi,27.1,40.61,stiklal Mahallesi smail Hakk zgen Caddesi arky Devlet Hastanesi,2825181343
673,Tokat Almus le Hastanesi,40.375046,36.893883,stiklal Mah. Tokat Cad. Almus / Tokat,3564000040
674,Tokat Az Ve Di Sal Merkezi,40.648266,35.827423,"26 hAziran Atatrk Kltr Saray Zemin Kat 
Karyaka 
Merkez",3562291640
675,Tokat Devlet Hastanesi,40.32751,36.563564,"Gltekin Topam Bulvar Yeni Mahalle Tokat / Merkez
",3562145400
676,Tokat Erbaa Devlet Hastanesi,40.692093,36.563873,Ahmet Yesevi Mahallesi No.1,3567151052
677,Tokat Niksar Devlet Hastanesi,40.30362,35.88787,Gazi Osman Paa Mah. Niksar/tokat,3565278800
678,Tokat Readiye Devlet Hastanesi,40.44486,37.35901,Kayalk Mah.Salk Cad.Readiye,3564613408
679,Tokat Ruh Sal Ve Hastalklar Hastanesi,40.48456,36.084595,Kk Beyba Mah. Gop Bulvar No:343 Tokat,3562150060
680,Tokat Turhal Devlet Hastanesi,40.414543,36.07361,"Ana Bina(Poliklinikler):mareal Fevzi akmak Mahallesi skele Tepesi 60300 Turhal/tokat
Ek Bina(Acil Servis Ve Poliklinikler):mareal Fevzi akmak Mahallesi Cumhuriyet Caddesi No:89 Turhal/tokat",3562751550
681,Tokat Zile Devlet Hastanesi,40.30362,35.88787,Baheli Evler Mah. Gl Sok. No:2 60400 Zile /tokat ,3563175098
682,Trabzon Ahi Evren Gs Kalp Ve Damar Cerrahisi Eitim Ve Aratrma Hastanesi,46.987675,39.697872,Souksu Mahallesi Vatan Caddesi 61040 Trabzon,4622315355
683,Trabzon Akaabat Hakal Baba Devlet Hastanesi,41.017113,39.594296,Yaylack Mahallesi Adnan Menderes Bulvar Dzky Kava Kars No:2 Akaabat/trabzon,4622277777
684,Trabzon Arakl Bayram Halil Devlet Hastanesi,40.91703,40.043793,zgen Mah.Bayburt Caddesi 2.Km.Si Arakl-trabzon,4627214963
685,Trabzon Ataky Ruh Ve Sinir Hastalklar Hastanesi,40.701317,40.23142,Laleli Mah. Cevdet Sunay Cad. No:11 Ataky Beldesi aykara/trabzon,4626265042
686,Trabzon Az Ve Di Sal Merkezi,41.006233,39.708023,Kahraman Mara Caddesi Ant Sokak Yeni Mahalle Trabzon,4622300960
687,Trabzon Fatih Devlet Hastanesi,41.0022,39.70135,nn Mah. Trabzonspor Bulvar / Trabzon,4622302285
688,Trabzon Kanuni Eitim Ve Aratrma Hastanesi,40.57,39.49,Yomra / Trabzon,4623415656
689,Trabzon Maka mer Burhanolu Fizik Tedavi Ve Rehabilitasyon Hastanesi,40.81551,39.61361,Merkez Mahallesi smet Zeki Eypolu Cad. Maka Trabzon,4625121187
690,Trabzon Of Devlet Hastanesi,40.943115,40.270172,Sulahl Mah. Hastane Cad Of Spor Stad Karss  Of/trabzon,4627715128
691,Trabzon Srmene Devlet Hastanesi,40.804096,39.619446,Souksu Mahallesi Srmene/trabzon,4627461422
692,Trabzon Tonya Devlet Hastanesi,40.88628,39.29091,Dr.dlaver Yldrm Caddesi 61500 Tonya/trabzon,4628813038
693,Trabzon Vakfkebir Devlet Hastanesi,41.04798,39.269985,Cumhuriyet Mah. / Vakfkebir / Trabzon,4628510000
